sample_id,predicted_probability,predicted_label,feature_rule,weight
7,0.3033627652325632,0,8.00 < toilet_facility <= 10.00,-0.020169869763132686
7,0.3033627652325632,0,drinking_water_source <= 5.00,-0.017054136073048745
7,0.3033627652325632,0,marital_status <= 2.00,-0.010276439191088576
8,0.8430278598177571,1,mother_years_education <= 0.00,0.17308226995751705
8,0.8430278598177571,1,1.00 < wealth_quintile <= 2.00,0.07409136608834631
8,0.8430278598177571,1,child_sex <= 0.00,-0.04614964228059673
8,0.8430278598177571,1,mother_currently_working <= 0.00,0.03972052187682659
8,0.8430278598177571,1,toilet_facility <= 8.00,0.0286254982914115
8,0.8430278598177571,1,county > 36.00,0.02689705141644548
8,0.8430278598177571,1,has_electricity <= 0.00,0.02110926609779237
8,0.8430278598177571,1,41.00 < child_age_months <= 47.00,0.019513769480087043
8,0.8430278598177571,1,marital_status <= 2.00,-0.016680032415700496
8,0.8430278598177571,1,6.00 < cooking_fuel <= 10.00,0.010378559411627524
9,0.4431791901141171,1,mother_years_education <= 0.00,0.17163077982641026
9,0.4431791901141171,1,child_age_months <= 41.00,-0.09678891825671534
9,0.4431791901141171,1,2.00 < wealth_quintile <= 3.00,-0.09567867139190026
9,0.4431791901141171,1,0.00 < child_sex <= 1.00,0.04258389092820494
9,0.4431791901141171,1,mother_currently_working <= 0.00,0.0367035915706132
9,0.4431791901141171,1,household_members > 7.00,0.030080910263664277
9,0.4431791901141171,1,county > 36.00,0.023941872073577453
9,0.4431791901141171,1,6.00 < cooking_fuel <= 10.00,0.020591861141748494
9,0.4431791901141171,1,drinking_water_source <= 5.00,-0.018788218142458443
9,0.4431791901141171,1,8.00 < toilet_facility <= 10.00,-0.017974243658336567
10,0.794717072049456,1,mother_years_education <= 0.00,0.17335390174523485
10,0.794717072049456,1,child_age_months <= 41.00,-0.1005886328353567
10,0.794717072049456,1,1.00 < wealth_quintile <= 2.00,0.07656079163636949
10,0.794717072049456,1,child_sex <= 0.00,-0.04441676482065237
10,0.794717072049456,1,toilet_facility <= 8.00,0.035792128033099564
10,0.794717072049456,1,0.00 < mother_currently_working <= 1.00,-0.029859921149415176
10,0.794717072049456,1,has_electricity <= 0.00,0.022961456267948988
10,0.794717072049456,1,6.00 < cooking_fuel <= 10.00,0.020648338231050486
10,0.794717072049456,1,county > 36.00,0.017758494972593172
10,0.794717072049456,1,30.00 < mother_age <= 35.00,0.00895404498365147
11,0.4009117747904161,1,0.00 < mother_years_education <= 6.00,-0.11200222743177327
11,0.4009117747904161,1,47.00 < child_age_months <= 53.00,0.08924883485403177
11,0.4009117747904161,1,1.00 < wealth_quintile <= 2.00,0.08210008519534993
11,0.4009117747904161,1,child_sex <= 0.00,-0.046406119043836215
11,0.4009117747904161,1,0.00 < mother_currently_working <= 1.00,-0.036563691349164616
11,0.4009117747904161,1,23.00 < county <= 36.00,-0.023054612837673592
11,0.4009117747904161,1,mother_education_level > 2.00,-0.0227000610043871
11,0.4009117747904161,1,household_members <= 4.00,-0.022005759350123028
11,0.4009117747904161,1,6.00 < cooking_fuel <= 10.00,0.021072445807218516
11,0.4009117747904161,1,marital_status <= 2.00,-0.014947491851190967
12,0.4960237552826059,1,child_age_months <= 41.00,-0.09741713587447719
12,0.4960237552826059,1,1.00 < wealth_quintile <= 2.00,0.08245938195075374
12,0.4960237552826059,1,0.00 < child_sex <= 1.00,0.049094570479957446
12,0.4960237552826059,1,mother_currently_working <= 0.00,0.040214293558038315
12,0.4960237552826059,1,household_members <= 4.00,-0.026044397553430864
12,0.4960237552826059,1,has_electricity <= 0.00,0.024663161877198927
12,0.4960237552826059,1,4.00 < religion <= 8.00,-0.016436480787573694
12,0.4960237552826059,1,mother_age <= 26.00,-0.015459684375275706
12,0.4960237552826059,1,6.00 < cooking_fuel <= 10.00,0.0150295246833648
12,0.4960237552826059,1,6.00 < mother_years_education <= 17.00,-0.01429357660201238
13,0.35263741834049417,0,1.00 < wealth_quintile <= 2.00,0.07632998603104109
13,0.35263741834049417,0,mother_years_education > 17.00,-0.05057182594163928
13,0.35263741834049417,0,child_sex <= 0.00,-0.04691690573488175
13,0.35263741834049417,0,mother_currently_working <= 0.00,0.0412268992945734
13,0.35263741834049417,0,mother_education_level > 2.00,-0.026554681478793814
13,0.35263741834049417,0,county > 36.00,0.021782742740468625
13,0.35263741834049417,0,has_electricity <= 0.00,0.018105983508709293
13,0.35263741834049417,0,5.00 < drinking_water_source <= 8.00,-0.01806923232223147
13,0.35263741834049417,0,6.00 < cooking_fuel <= 10.00,0.016668465328774276
13,0.35263741834049417,0,10.00 < toilet_facility <= 11.00,-0.013455174084568375
14,0.558917732986599,1,0.00 < mother_years_education <= 6.00,-0.1106140727007581
14,0.558917732986599,1,47.00 < child_age_months <= 53.00,0.09192475773028605
14,0.558917732986599,1,2.00 < wealth_quintile <= 3.00,-0.0875158181286926
14,0.558917732986599,1,0.00 < child_sex <= 1.00,0.04038908369857904
14,0.558917732986599,1,0.00 < mother_currently_working <= 1.00,-0.034552754024600625
14,0.558917732986599,1,household_members > 7.00,0.03324619018436152
14,0.558917732986599,1,6.00 < cooking_fuel <= 10.00,0.020467144607861153
14,0.558917732986599,1,has_electricity <= 0.00,0.01856750946838372
14,0.558917732986599,1,8.00 < toilet_facility <= 10.00,-0.014931109972301078
14,0.558917732986599,1,23.00 < county <= 36.00,-0.009065604011757322
15,0.8353705382754107,1,mother_years_education <= 0.00,0.17322950507981877
15,0.8353705382754107,1,47.00 < child_age_months <= 53.00,0.09064933487949456
15,0.8353705382754107,1,1.00 < wealth_quintile <= 2.00,0.07613510022678227
15,0.8353705382754107,1,0.00 < child_sex <= 1.00,0.04419693301391939
15,0.8353705382754107,1,mother_currently_working <= 0.00,0.030106654696094293
15,0.8353705382754107,1,county > 36.00,0.02802201291336033
