sample_index,child_age_months,child_sex,mother_age,mother_education_level,mother_years_education,mother_currently_working,marital_status,religion,wealth_quintile,urban_rural,county,drinking_water_source,toilet_facility,has_electricity,cooking_fuel,household_members,predicted_probability,actual_label
416,-0.04548092,-0.16953114,-0.0907974,0.1595593,0.6503038,-0.08056742,-0.013033687,0.073538154,0.13481888,0.0053752875,0.25076157,-0.008218267,-0.12247272,0.01723051,0.02707981,0.10268676,0.7100537,1
72,-0.5983419,0.120185085,-0.08036992,0.0030326084,-0.15334284,0.09995591,0.004244512,-0.024845824,0.28298292,0.0041205557,0.065588325,-0.03987973,0.00986526,-0.016834373,0.017322157,0.03310863,0.4331976,1
342,0.26261294,-0.10937693,-0.023539776,0.17634405,0.5966117,0.007754946,0.0013817169,0.032921094,0.20706415,0.008943933,-0.39639902,-0.111954115,-0.046835996,0.01672376,0.04924439,-0.14980201,0.6285701,1
597,0.34980106,0.12046367,-0.1777034,0.14137597,0.755041,0.083664,0.0038940897,-0.008431696,0.30872592,-0.029493406,0.6301717,0.16742308,0.13793986,0.017936654,0.03501955,-0.1336513,0.91732675,1
651,-0.16417432,0.11355034,0.16189402,-0.022283562,-0.6679817,-0.08458812,0.019617572,-0.041239854,-0.4011126,0.015309092,0.58898824,-0.07543157,-0.08201638,-0.06669911,-0.11376242,0.09841897,0.3280277,0
77,0.4423069,0.07672715,0.048223823,-0.02109725,-0.45871377,-0.030814167,0.15569079,0.0133367395,-0.5732047,-0.011449415,-0.011203702,-0.016608901,0.13911581,-0.026281264,-0.078902625,-0.060963742,0.39904502,1
522,-0.40141782,0.09777194,0.25078043,-0.0025307895,-0.052089226,0.054769907,0.004837402,-0.0053112544,0.106587164,0.00024962093,0.27514905,-0.14504242,-0.05130995,-0.03956642,0.019596819,0.014376967,0.5327639,1
672,-0.14424041,0.06688798,0.09008472,-0.14441042,-0.52762425,-0.024164136,0.0078043956,-0.055793487,-0.7467361,-0.02344464,-0.56380343,-0.037701864,0.1399971,-0.07005392,-0.075277984,-0.1370425,0.09611756,0
437,0.36979097,-0.13726564,0.069159515,-0.08492542,-0.5881311,0.040053394,0.015796578,0.056488615,0.2097276,0.0006594516,-0.20343208,-0.033761684,-0.15014356,0.036822762,-0.020905301,-0.044077117,0.3870449,0
591,-0.41571203,-0.048344977,0.10220006,0.01350994,-0.086280294,-0.0688639,-0.043274477,-0.047760755,0.06416587,-0.048925664,0.21835828,0.0038534368,-0.08351543,0.031416494,0.004641881,-0.1180802,0.37326857,1
